id	tweet	subtask_a	subtask_b	subtask_c
70272	@USER @USER Williams displayed her bad tempered side to the world and it is something she will probably always regret. I would say to her be ye never so high that you believe you are above the rules.	OFF	TIN	IND
32082	@USER @USER She is an opportunist. She wanted a cabinet post but Liberals rightly decided she wasn’t good enough for the task. She crossed because Conservatives promised her one. She is a person with no core beliefs. She is not credible and not to be trusted.	OFF	TIN	IND
82272	@USER @USER This is just more proof @USER are beyond unhinged and should never ever have power in this country again. #WalkAwayFromDemocrats #WalkAway @USER @USER	NOT	NULL	NULL
62740	@USER @USER When they go low???@USER @USER @USER @USER @USER	NOT	NULL	NULL
33714	@USER @USER The US Open has treated her poorly with the whole controversy over her outfit.  Bottom line is she was treated differently because she is a women of color and this would never happen to a man.  The USTA better soon recognize that she IS women’s tennis and act accordingly!!	OFF	TIN	OTH
52389	@USER SEE I TOLD YOU!!!!!! SHE IS DESPICABLE!!!!!!!!!!!!	NOT	NULL	NULL
25981	@USER Fear monger. Fake rage.	NOT	NULL	NULL
51390	@USER @USER Are conservatives starting to sound like my relatives on Facebook or is it the other way around??	NOT	NULL	NULL
29481	@USER I’m finna say fuck it and get a crispy ass jogging suit😂😂	OFF	TIN	IND
61547	@USER @USER @USER Women + Liberals.  Nuff said.  Kavanaugh to be confirmed next week regardless of these desperate games.  Game over.  #MAGA	NOT	NULL	NULL
39784	@USER @USER WHOS  SICK  OF  INTITLED   RACISTS?	OFF	TIN	GRP
94856	@USER Fuk this fat cock sucker	OFF	TIN	IND
96951	@USER And you KNOW he is probably saying the softest things and yet he looks like THIS: 💁🏽‍♀️🌚🌚🌚🙈 WHAT IS THE TRUTH?!	NOT	NULL	NULL
71179	@USER @USER What you are saying is simply untrue.	NOT	NULL	NULL
26320	#FamilyProtection: Gun Control Supporters Are Once Again Rebranding Their Efforts [we're on Facebook @ LivingTrust - FREE California #CCW class - PLUS virtually unlimited Free Training at Front Sight (world's largest shooting school)] URL	NOT	NULL	NULL
42090	"@USER Just wondering whether we should have another election if the wrong"" party get in because 36.9% of the electorate voted for the #Conservatives? Or when 35.2% voted Labour in 2005 (and won)?"""	NOT	NULL	NULL
73324	@USER @USER She is great. Hi Fiona!	NOT	NULL	NULL
73705	"@USER All I'm hearing is We don't care that people in this country are being unjustly treated, I'm going to make up an excuse as to why kneeling is offensive so I continue to ignore the problems  we face as a Nation."""""	NOT	NULL	NULL
97114	@USER @USER I completely agree; which is why a potential victim's claim must be afforded due process before she (or he) is villianized.	NOT	NULL	NULL
49280	@USER @USER @USER Bwahahahahaha....she is a liar. Let her bring a case with the State of MD then. I would love to see it and see her bankrupted by Kavanaugh's attorney in a libel suit.	OFF	TIN	IND
68826	@USER Her family consist of : -Cheating husband who never loved her -two bonus boys who made it clear she is not their mom and never will be - in laws who show more affection to stray cats than Wewe. - paid employees who laugh at her while cashing her checks. URL	OFF	TIN	IND
98282	"@USER @USER @USER @USER @USER @USER 36 years ago I was sexually assaulted by a Supreme Court nominee, but I would like to remain anonymous so that I don't have to answer questions. This is basically a smear campaign because I am a democrat and don't want conservatives with a majority on SCOTUS."""""	OFF	TIN	IND
22866	"..understand that black lives matter, fight global warming, demand gun control, safeguard Roe v. Wade, and, of course, marshal their forces to throw the bum out."" Save our SS from being used as welfare for billionaires. Have medicare that covers everything. No worries or fears."""	OFF	TIN	GRP
72606	@USER His policies were the worst	OFF	TIN	IND
95255	@USER @USER Maybe @USER will tweet a bible verse. After all...he is a ferengi. URL	NOT	NULL	NULL
87988	@USER @USER @USER I don’t like this. You guys aren’t gettting what she is trying to pass across. She said she went to the CU in Enugu and left in 2014. 🙄	NOT	NULL	NULL
55697	@USER better leave #HIAC with #SDLIVE Women's Title tonight! She is the best woman on the whole roster bar none!	NOT	NULL	NULL
34694	@USER @USER We all know that the left is going to believe all those lies demo liberals rats are there to destroy President Trump 👎Nov is going to be red 👍🇺🇸	OFF	TIN	GRP
40367	@USER A nothing burger..	NOT	NULL	NULL
62766	@USER @USER @USER @USER He did not born so he is not pakistani?Get a life man.If ur wife deleiver boy in london nd back to pk so the baby is not pakistani?You nd  ur wife r not pakistani?Just some papers of registration in london make ur boy non Pakistani 😂😉.Honey see the forefathers history.	OFF	TIN	IND
47639	Adulting is knowing who fucked cut off in your future plans.....	OFF	TIN	GRP
60518	@USER please don’t make the same mistake with #Kavanaugh! He is a perjurer who is also a Trump lackey. #VoteNoOnKavanaugh URL	OFF	TIN	IND
58929	@USER she is so beautiful! ❤️	NOT	NULL	NULL
52765	@USER you are so sweet! thank you for spreading love into her tml 💖	NOT	NULL	NULL
92849	@USER She sounds amazing and it's a bloody disgrace that she is mostly forgotten.	NOT	NULL	NULL
91134	@USER Says the man with 18% favorability and won't win so he is retiring!🤣	NOT	NULL	NULL
87623	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Semper fi Marines and Follow ALL MAGA	NOT	NULL	NULL
79047	@USER @USER @USER She is the “comedian” that lectures the audience for an hour how white men are the scum of the earth.	OFF	TIN	GRP
93132	"@USER You are too pure to become like this, Atsushi-kun.""  He whispered as if he could hear what the child was thinking about. That wasn't so hard.  ""I love you, I have adopted you, I have saved you. You showed me a beautiful light, Atsushi-kun."""""	NOT	NULL	NULL
97374	@USER And My Nephew Is Over There! Trump has it right. Get the F outta there!	NOT	NULL	NULL
20856	This is how he #MAGA...?!? Please explain... URL	NOT	NULL	NULL
89799	Impeach Trump and #MAGA	OFF	TIN	IND
84256	@USER @USER is Zoe getting married? I refuse to believe this. she is still a BABY. A BABY. LOL.	NOT	NULL	NULL
99481	"Salesforce Billionaire Marc Benioff Buys Time for $190 Million""  URL #TCOT #MAGA #RedNationRising"""	NOT	NULL	NULL
15236	#illegalaliens don't get #Constitutional rights URL #tcot #AmericaFirst #SanctuaryCities #Conservatives #law #Lawyers #thewall #Trumpwall #Wall	NOT	NULL	NULL
22104	@USER @USER The sort of thing #Antifa and the socialists of @USER would cheer.	NOT	NULL	NULL
21782	@USER my name is Whitney NOT WHITEY	NOT	NULL	NULL
55292	@USER @USER @USER Stop giving me quotes start giving me facts that prove gun control will work	NOT	NULL	NULL
78912	@USER @USER I guess it’s time to get divorced just so we can keep more income. How silly is that. Liberals have no clue. Make it so all Canadians can benefit not just divorced couples. #whatareyouthinking?	NOT	NULL	NULL
85780	@USER Freedom of speech is only if you agree with the Left	NOT	NULL	NULL
88599	@USER Me estoy fucking alterando	OFF	TIN	IND
47824	"Rahm Emanuel’s failure is an ill omen for all Democrats""  URL #TCOT #MAGA #RedNationRising"""	OFF	TIN	IND
31336	@USER Congratz @USER you are going to make a GREAT mom!	NOT	NULL	NULL
20090	"@USER More and more Conservatives are turning their back on @USER because of his abuse of power."" #onpoli #pcpo #ondp #topoli #Toronto #TOcouncil"""	NOT	NULL	NULL
29916	@USER I wasn't given the option to stay home and stack money but I always tell people if the opportunity is given take it 🤷🏾‍♀️   Shit hell out here	OFF	TIN	IND
61744	@USER @USER @USER And people still think this administration is the greatest since sliced bread. Ridiculous.	OFF	UNT	NULL
26279	@USER @USER @USER Sorry fella but Connelly thought he was Hollywood #CraigKardashian	NOT	NULL	NULL
91633	@USER And Trump has to go....🤔🤯  I’ve got one word #AntiFA 🤷🏻‍♀️	NOT	NULL	NULL
78819	@USER CNN is evil.  A true enemy of the people.  I can’t believe there are people who still take them seriously.	OFF	TIN	IND
41898	@USER A vulgar attempt to reduce sisterhood to genitalia.....	OFF	UNT	NULL
54270	@USER Gotta admit...she’s stacked.	NOT	NULL	NULL
50164	@USER Gillibrand must have been a very sexually active woman to be pushing young women to have abortions.	OFF	TIN	IND
79524	@USER Same with the gun control debate. No it won’t keep guns away from every criminal but it can make things better. It won’t prevent every mass shooting but it may prevent those crazy people from buying a gun in the first place.	NOT	NULL	NULL
27535	@USER @USER I'll answer for You!!  when you have a different opinion to them you're a racist...when they lose an argument you're a racist...if you love Britain you're a racist...liberals are week people...it takes a strong person to to not be one of the sheep	OFF	TIN	GRP
55255	@USER Don't you have to have some proof?🤔	NOT	NULL	NULL
47995	@USER 🤷🏼‍♀️ that would be silly.	OFF	TIN	OTH
94301	@USER Google stock wayyy up. Whats so bad with your Trump world #Google?	NOT	NULL	NULL
50091	@USER @USER so and accusation by a libtarded Trump hating liberal activist against a Trump appointee doesnt make u wonder if the accusation was politically motivated in the SLIGHTEST?  No? This is why conservatives think u are all stupid. Because u are.	NOT	NULL	NULL
69403	"@USER Does she expect a mob in pussy hats shouting We believe her"" in unison, based on a general distrust of conservatives?"""	NOT	NULL	NULL
37234	@USER @USER @USER maybe he is for brutally beating a woman. apparently spending a couple hundred dollars makes up for beatin the piss out of someone	OFF	TIN	OTH
94645	@USER @USER Everybody Talks About the Weather . . . We Don't: We confront them when we make sure that what doesn't suit us never happens again. Don’t blather that it is too violence. The action #AntiFa is not crocheting doilies!	NOT	NULL	NULL
95305	@USER @USER Apparently conservatives are now automatically guilty of any crime or assault that shows up from no where at the last possible minute. We are no longer presumed innocent until proven otherwise.	NOT	NULL	NULL
93220	@USER Oh well. You are a better man.	NOT	NULL	NULL
52000	@USER @USER @USER He is such a stroke🙄	NOT	NULL	NULL
24621	@USER you are some basic white girl who clearly didn’t know any of them personally and it’s awful what has happened to Mac so why don’t you pay respect to that instead of being disgusting and blaming another innocent human in something that has nothing to do with them.	OFF	TIN	IND
43057	"@USER @USER The racist excuse every time telling it like it is"" ""against being PC"" URL"	NOT	NULL	NULL
19013	@USER I believe he is winded! Some nights you just don't have it I guess	NOT	NULL	NULL
24962	@USER @USER @USER My opinion isn’t false just as is you’re isn’t . You can’t downplay my feelings because it doesn’t fit into your narrative. What rights are we taking away??? Better gun control??? If that hurts your soul oh well. A dead child hurts mine more	OFF	TIN	IND
40182	@USER you were right last night about Quad! She acts like she is the only one going through things in life! She has to share with her friends so that y’all can be there for her! #marriedtomedicine	NOT	NULL	NULL
82629	@USER @USER How do I connect my USB token to an iPhone?	NOT	NULL	NULL
32096	@USER Here' s a guy that's a reliable source of information. hHahahahahahaha. Just kidding.	NOT	NULL	NULL
84265	@USER @USER And you support the right using Antifa tactics in other words the tactics of a domestic terrorist group.	OFF	TIN	IND
45879	@USER I see his tweet. But it’s just another garbage tweet from the liberals. Contributed nothing except to add more confirmation that the liberals are out of talking points &amp; aren’t to be believed.	OFF	TIN	GRP
35552	@USER They really don't care who he is. Only that he will act as a judicial alt right operative on the Supreme Court.	NOT	NULL	NULL
46615	@USER We support you Dana in anything you do—yes you are a heck of an actress. Thank you for fighting for us. NRA Proud. MAGA. BLESSINGS DANA.	NOT	NULL	NULL
32664	@USER Oh FFS! This is just sublime. You are getting better and better	NOT	NULL	NULL
81184	@USER Hey why don’t you look at what Keith Elison of Minnesota get off your bully pulpit and do a investigation into his past abuse or do you just CHEERY PICK ……!!!	OFF	TIN	OTH
67217	@USER @USER @USER @USER @USER @USER My Dad didn’t die so ANYONE could disrespect the fabric &amp; Country he fought4. OUR Flag&amp;Country are inseparable both defended with human blood &amp;those who disrespect the flag disrespect the country! YOU ARE TO DEFEND THE FLAG &amp; THE COUNTRY you served under &amp; took oath 2defend.	NOT	NULL	NULL
99336	"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER really And then"" WHERE in the WORLD does Antifa fit into wacked out Birdlandia? And boy oh boy Birdsize also apparently believes the notion that there are people who actually ""deny climate""  I kid you not! I think Rod Serling's coming to escort Birdbrain back to 'the zone'"""	NOT	NULL	NULL
80724	@USER Bring on Amy Barrett. No hearings needed anymore and she is a candidate number one ! And she is better on real human rights. This is what the Dems want so make her SCOTUS MAGA 😆	NOT	NULL	NULL
15197	@USER @USER Apparantly that rule of law doesn't apply to Republicans/Conservatives baselessly accused by Dems	OFF	TIN	GRP
60156	@USER But she didn’t resist she actually participate freely well maybe not free she did get paid	NOT	NULL	NULL
50019	@USER You are wise.	NOT	NULL	NULL
27540	@USER @USER What difference does it make if the gun death was a “fight” or “random”! Holding parents accountable could be part of gun control legislation. Write you Congressional representatives and demand it! Until Congress deals w/ gun violence it will continue &amp; ALL Americans are at risk!	OFF	TIN	OTH
98441	@USER @USER This pope is pure satanic. God will strip him down to nothing and cast him to hells fire for his crimes	OFF	TIN	IND
65135	@USER He ruined the brand for what? Kaepernick?	OFF	TIN	IND
17898	@USER This guy wants to be a successful producer and he is tweeting stuff like this.	OFF	TIN	IND
28884	@USER DANGEROUS OBNOXIOUS GARBAGE....good luck doctor	NOT	NULL	NULL
21536	@USER TICK TOCK SWAMP !! YOUR GOING TO JAIL VERY SOON !! #MAGA	OFF	TIN	IND
10293	@USER The people of PR tried telling us this last year but you were too busy bashing trump with mayor Cruz.   To you people 3000 peoples lives were worth it to try to make Trump look bad.  You are all a disgrace!	OFF	TIN	IND
66442	@USER As much as I dislike Antifa. I hope none of them are stupid enough to fall for this bait and end up getting themselves or someone else injured or killed	OFF	TIN	IND
52495	@USER @USER Sorry you are having issues. Please send an email to feedback@USER with a description of your issue and the email address associated with your account. Thanks.	NOT	NULL	NULL
78859	@USER URL  And this explains why he is disrespected by idiots like urself and Korzemba	OFF	TIN	IND
98785	@USER Liberals always be liberalling. URL	NOT	NULL	NULL
75054	@USER This is a guy who weaponized the judicial system and IRS to attack conservatives...this is a guy who couldnt grow the ec onomy over 2 percent...this is a guy who said.  Get used to it...its the new norm  This guy is a moron	OFF	TIN	IND
71484	@USER @USER I suggest using the 2nd to remove him.	NOT	NULL	NULL
52018	@USER @USER She is probs busy over school or something	NOT	NULL	NULL
53120	@USER @USER @USER @USER Can you imagine what she is like to waitstaff who get her order wrong?	NOT	NULL	NULL
71119	"@USER @USER @USER the Free press""??? You mean mainstream corporate media??? You ought to look into what you are speaking of. I come from a line of journalists and printers that were and are an integral part of truly free press. WE are not shutting down speech, the LEFT is. Antifa. @USER"	NOT	NULL	NULL
44023	@USER Unless he is like that old skin bag Cher.  She just coming back and coming back. #stretchedface	OFF	TIN	IND
25988	Project Veritas Footage Released of Socialist State Department Worker  URL #MAGA #KAG2020 #TCOT #TeaParty #PJNET #WinBlue2018 #UniteBlue2018 #Resist  CLEAR Hatch Act violation: FELONY. Indict this SOB!	NOT	NULL	NULL
94210	And the hits just keep on coming from the Democrats. The desperation Is palpable. #DespicableDemocrats #FactsMatter #MSMediaLies #MAGA #Republicans2018  #Trump2020 #BigRedWave #BluePuddle @USER #POTUS **Follow/Like #USAGuard - @USER on Twitter** SHARE! URL	NOT	NULL	NULL
57591	@USER This is so fake he’s unable to feel true feelings he even lies when he says anything and she is just as stupid in standing by a man who clearly doesn’t respect the unity of marriage while he was with her and pay these women off STAND UP DIVORCE LIKE HIS OTHER WIFES DID HES A PIG	OFF	TIN	IND
74455	@USER @USER So is Fox News now campaigning for the fairness doctrine or is this just Republicans using the power of Congress to force private companies to broadcast whatever the gop says as truth? When will NRA TV have pro gun control NRA members on?	OFF	TIN	OTH
94805	@USER @USER Last tea party rally didn't look like the last antifa rally did it? Misfits and unsuccessful people is all that rally on left.	NOT	NULL	NULL
50332	@USER how? how is this in any way shape or form...	NOT	NULL	NULL
11402	@USER I thought this was SNL. The last guy is wearing a fucking beanie with the mindmill on itS	OFF	TIN	IND
73206	@USER @USER   #thescore Happy Birthday Again!! Lucky Lovely Charm ka ng @USER @USER @USER @USER 💐💐💐👏👏👏👏 You Are Stunning!!🌹🌹🌹❤️❤️❤️ - HipHop ka minsan sa game ha?	NOT	NULL	NULL
84321	@USER Has this guy got acorns in his cheeks or what. Lack of walking around sense is astonishing with liberals.	OFF	TIN	IND
55394	@USER @USER #MSM has no respect left. They have really reached the point of being the #EOTP	NOT	NULL	NULL
61921	@USER @USER 93% NEGATIVE COVERAGE SAYS YOU ARE DELUSIONAL	NOT	NULL	NULL
27076	@USER @USER is so biased against conservatives‼️everyone should drop google and use Bing or DuckDuckGo.	OFF	TIN	GRP
85088	@USER Call bullsh#t just poor losser	OFF	TIN	IND
32456	@USER @USER I will never buy a magazine again URL	NOT	NULL	NULL
98065	@USER Degenerative behavior creeps onto our sovereignty and justice system	NOT	NULL	NULL
48550	@USER I love my wife Hannah ♥😊♥😊❤😊♥♡😍	NOT	NULL	NULL
59332	@USER @USER You don’t believe this is true fact and AC360 commentary on your tweet. Let say he is wrong in reference to Florence. But is he correct on you NOT visiting any  impacted areas. How long you will fool your base fans.  Grow up.	NOT	NULL	NULL
65304	@USER Happy dance that Serena lost. She needed taken down a notch or two.	NOT	NULL	NULL
60684	@USER You are not alone here. I didn't like The Last Jedi a bit more than Force Awakens. Cannot talk about Solo because didn't see it. But Rouge One is the other Star Wars under Disney that was good.	NOT	NULL	NULL
46297	@USER !maybe she was fucking hungry!!! No one knows what kind of home life she has! My goodness  she is a child and this officer could have handled this better. Sorry he needs to be fired	OFF	TIN	IND
44037	@USER That @USER only report the Conservatives in a positive way	NOT	NULL	NULL
66000	#RINO Rauner has severely failed Illinois. Touting his “turn around agenda” he gave us nothing but his “turn coat agenda”. Illinois Conservatives not have one choice #VOTE @USER for State experience! URL	NOT	NULL	NULL
76245	@USER @USER and if there is gun control in USA -who will be rounded and exterminated ??	OFF	UNT	NULL
89566	@USER @USER Sounds to me like the Pope needs counselled on confession.	NOT	NULL	NULL
84787	@USER There is shiva and she is not a boy. URL	NOT	NULL	NULL
77602	@USER @USER @USER @USER @USER Timing? They had this info in their laps? You betcha. THAT'S the chess game of politics. Nothing new here. Use things to your advantage when you need them. Doesn't make them untrue. 🤨	NOT	NULL	NULL
54961	@USER @USER She is flat out lying!	NOT	NULL	NULL
79998	@USER @USER So death tolls are determined by studies and computer programs?	NOT	NULL	NULL
79079	@USER I have you and Kaze- I need more.	OFF	TIN	IND
36553	@USER @USER @USER @USER @USER He is complicit and took the money. He is going too !!!	NOT	NULL	NULL
24341	@USER @USER @USER @USER @USER @USER Oh and thanks for RTing my post!  #MAGA #KAG2018 yes we're gonna!	NOT	NULL	NULL
35521	@USER @USER Can't do that. BLM and Antifa morons will start looting	NOT	NULL	NULL
37457	@USER Interesting; my interpretation of the piece was that he was speaking tongue-in-cheek in relating his psychiatric condition to the gun qualifications to highlight the ironic and counter-intuitive nature of gun control laws. I thought it was a well balanced insider piece.	NOT	NULL	NULL
73068	@USER @USER ok with Andrew @USER Bully Liar touchy cheat to be kept on as a MP? On £75k? No anti bullying rules? URL … @USER @USER @USER @USER	NOT	NULL	NULL
97209	"3/ you simply gloss right over the silly emotional female, and her nothing problem. Then you delete this as you realize how horrible it is, (or perhaps someone told you), but somehow it is the fault of the liberals,"" who might misinterpret what you wrote in plain English."""	OFF	TIN	OTH
30774	@USER @USER @USER Misdrawed. Cause she is not white and blonde. Why he did that? Can you answer that?	NOT	NULL	NULL
28057	@USER Bono is clearly a racist	OFF	TIN	IND
39911	@USER @USER Yeah he is	NOT	NULL	NULL
66752	@USER Liberals ruin everything.	NOT	NULL	NULL
47625	@USER joan is playing 4 characters this season all the way up to episode 6 so far.. pretty sure she is a main	NOT	NULL	NULL
46008	@USER Oh my goodness she is so precious! Babies make everything better! Thank you for sharing 💕	NOT	NULL	NULL
89092	@USER You are doing copy paste of the tweets of south park twitter... There are something weird on here 🤔🤔🤔	NOT	NULL	NULL
68185	#Westminster @USER #Tories @USER @USER @USER @USER WTF is going wrong with #police these days 😒😠😠😠 URL	NOT	NULL	NULL
15345	"#stcshooting To the kneejerk people crying for gun control"" after this shooting. We already HAVE very restrictive gun control. You just want a ban. It's a pity no one has politely explained to these criminals that they are supposed to obey the law."""	OFF	TIN	GRP
78024	@USER There she is looking wretched	NOT	NULL	NULL
40006	@USER The liberals responses to this great news is very telling!!!	NOT	NULL	NULL
59941	@USER @USER @USER You liberals live by double standards. Look at what you did to Monica Lewinski. She was branded a liar and whore even after she produced the evidence. All because good ole Bill is a Democrat! Your all fucking insane!	OFF	TIN	IND
79155	#Neoliberalism has failed the #poor and #middleclass!  Is the People's Party of #Canada #liberal?  #Bernier #PPC #politics #government #cdnpoli #pnpcbc #populist #racist #racism #bigot #hw #polcan #pnpcbc #cpc #lpc #ndp URL Shared via the CBC News Android App	NOT	NULL	NULL
29091	@USER @USER @USER @USER @USER @USER @USER Don't shame your entire country.. You are not mad!	NOT	NULL	NULL
30680	@USER @USER She is a piece of shit and I am not sorry for my bluntness. From now on I am going to say what I think whether bluntly or rudely!	OFF	TIN	IND
38333	@USER @USER @USER @USER @USER @USER @USER @USER So you're saying Antifa should have never oppressed the Nazis... gotcha.	NOT	NULL	NULL
32196	@USER Animal is the operative word !	OFF	UNT	NULL
46843	@USER Can’t she appeal. ? This is all kinds of wrong . If I were ES@USER would beat the sh** out of her.	OFF	TIN	IND
49760	"Black Female Democrats Call for Changes in Party""  URL #TCOT #MAGA #RedNationRising"""	OFF	TIN	GRP
82264	@USER For someone unqualified he seems to be doing a darned good job.	NOT	NULL	NULL
12068	@USER @USER @USER Are you aware that Hillary Clinton said she was going to use Nuclear weapons against Russia. That was after she sold the 20% of our weapons fuel. She is a complete idiot.	OFF	TIN	IND
31608	@USER YOU ARE SO CUTE 😭💕	NOT	NULL	NULL
92294	@USER Not according to the ECHR who said it was inhuman &amp; degrading treatment which is pretty awful in itself. So you are directing your comments at the wrong person.	NOT	NULL	NULL
66710	@USER It’s about time. A civilised nation needs tougher gun control. Man only backwards countries don’t	NOT	NULL	NULL
65405	@USER Dianne Feinstein disagrees. She effectively called the woman a liar	NOT	NULL	NULL
16893	@USER @USER @USER Time I’m really starting to hate that word....she had all the time in the world to open her mouth...really shut up about time! Enough of this left....Liberals bull shit about time! You and she have no case! Actually time is what is Hurting her case!	OFF	TIN	GRP
48539	@USER @USER @USER The whole milk thing is a lie anyway. Not needed. Does weird things to humans. Save your money for your Labour membership. x	NOT	NULL	NULL
29221	15 concert goers massacred in Missouri with 9mm Ruger P89. The NRA calls gun control research 'unethical'.	NOT	NULL	NULL
45534	@USER @USER Gun control at its finest! 2A is the greatest!!  She was #MAGA	NOT	NULL	NULL
91881	@USER Fact is...It's up to us to vote Republican to make sure that doesn't happen!	NOT	NULL	NULL
63532	@USER @USER @USER @USER @USER @USER Sir it comes to something when you present a lie as a fact.... Have you no shame? This is the fact 65% of labour voters voted to Remain. Ref YouGov polls. Your position is based on a false premise......have a nice day	NOT	NULL	NULL
72875	@USER @USER [Eric opens the door and runs to the couch.] Fuck yeah.	OFF	UNT	NULL
17917	@USER Everything is more intense when grieving. Grief started for me as a child. So I totally get it. Many of your cyber friends got your back. Again every thing will@USER more intense. She is beautiful.	NOT	NULL	NULL
35688	@USER @USER Levi’s just came out in support of student gun control activists.  Now the Trumpers will be burning their jeans as well as their sneakers!	OFF	TIN	GRP
58544	@USER @USER @USER @USER Dont tell me she is at it again	NOT	NULL	NULL
23240	@USER Georgia University...your racism and utter lack of tolerance is showing. Higher education is apparently not your goal.	OFF	UNT	NULL
70428	@USER @USER Yes it does. She should be made to resign.  #MAGA	NOT	NULL	NULL
23515	@USER @USER Corrupt RHINO. Glad he stepped down	OFF	UNT	NULL
85327	@USER Liberalism has being remarkable sucessful at taking over both sides of the political spectrum today's left are liberals (with emphasis on minority issues and welfare) and today's right are also mostly liberals (with emphasis on nationalism and anti immigration)	NOT	NULL	NULL
53913	@USER If you ain’t hyping me up like the nigga in the back ima have to throw the whole friend away	OFF	TIN	IND
49191	"@USER @USER @USER You guys. You seriously don't mean everyone right? There are good people here that don't like to bother with shit like that. Personally for me I want this shit to stop but our government apparently is to fucking stupid with gun control. Arm teachers with guns"" yes makes sense."""	OFF	TIN	OTH
63085	@USER @USER @USER @USER @USER @USER @USER What a stupid incompetent devious and toxic PM! May haven't you forgotten 17.4 million voters? Betray us at your peril! You are eroding faith in democracy + destroying Tory Party! You should go URL	NOT	NULL	NULL
81836	@USER 4chan trolling Antifa again?	NOT	NULL	NULL
46683	@USER Banned the NFL	NOT	NULL	NULL
36335	@USER He is now full Oompa Loompa	NOT	NULL	NULL
38240	@USER @USER @USER That is actually a compliment since she is one of the biggest artists out today. Thanks 😃	NOT	NULL	NULL
62203	@USER @USER your ‘political analysis’ have been blinded by your obvious bias. Otherwise you couldn’t have come up with such wrong conclusions. Turnbull was the biggest threat to the Liberals existence. Removal also proved that there never was such thing as ‘Turnbull’s popularity’.	NOT	NULL	NULL
70937	@USER I thought so... I'm mingling... ever since you decided to attack my opinion on gun control and Brett Kavanaugh. I just asked you if having a conversation with you would be worth my time and effort. So far all you've done is prove that it is not worth the effort. 😉have a nice day	NOT	NULL	NULL
49508	@USER @USER @USER Oh-no benefits and employment goes up! See how it works yet?	NOT	NULL	NULL
25975	@USER If liberals can’t win they will do whatever it takes to obstruct the process.	NOT	NULL	NULL
77918	ANTIFA Professor speaking:  URL	NOT	NULL	NULL
28499	@USER I hate Steffy.......why because she always gets what she wants and doesn’t care how she does it or who she hurts!!! I knew her giving Hope to Liam was to good to be true.  She is such a B$);H.	NOT	NULL	NULL
35809	@USER Now that’s what I call “Gun Control”	NOT	NULL	NULL
15506	@USER just what would she lose/ She is a hero with the Cuckoo class	NOT	NULL	NULL
95728	@USER He obviously isn’t boycotting @USER	NOT	NULL	NULL
75515	@USER This is another attempt from the Democratic liberals to bash a judge this didn't come out any other time and since it's many years ago she should have to prove it and I still think they should have that vote also there a Democrat running for mayor and he paid his girlfriend	NOT	NULL	NULL
62142	@USER @USER Antifa is a high emotion low IQ FASCIST organization. Some of its members are fooled by its name into not reflecting on their own groups obvious fascist ideals and others are just there to take advantage of the rest of the fools.	OFF	TIN	GRP
58582	@USER @USER Haha true.  Back to your original point... if we all just fucking drive everything would be fine!	OFF	UNT	NULL
73860	@USER Fun fact: I nutted to this URL	NOT	NULL	NULL
42614	@USER @USER Exactly my thoughts. She is always a sweetie when she’s coddled. Her true character exposed as an athlete is revealed in times as this. She’s not a role model or a legend.	NOT	NULL	NULL
66326	@USER Liberals will drive Republicans to the polls.  No worries!	NOT	NULL	NULL
98357	@USER A short course.	NOT	NULL	NULL
59983	@USER @USER @USER He is the un-indicted co-conspirator AKA Individual 1 .	NOT	NULL	NULL
91691	@USER Booker is toast!	NOT	NULL	NULL
31588	@USER Another #dem lie	OFF	TIN	IND
22797	@USER @USER Holy shit pt 2	OFF	UNT	NULL
72596	@USER It means HE is still Superman.	NOT	NULL	NULL
43667	1. Trump and the Mueller Investigation 2. Climate Change 3. Guns and Gun Control  4. Unions and Workers  #SaveSCOTUS #WhatsAtStake  URL	NOT	NULL	NULL
34840	"@USER Trump didn't want to be president"", therefore colluding with Russia for presidency is a made up attempt by liberals just like SCJOUS."""	NOT	NULL	NULL
98405	@USER Her eyes look “cockeyed” to me.	NOT	NULL	NULL
61651	@USER We need to name and shame these people. Ive a fb group which i expose antifa. Hnh etc.   URL	NOT	NULL	NULL
66938	@USER @USER Hysterical liberals following Don Jr. No facts just liberal mouthpieces.	OFF	TIN	IND
82435	@USER @USER @USER // it is wrong to let #MeToo hysteria override ‘innocent until proven guilty’ - but Liberals are trying.	NOT	NULL	NULL
17331	#HumanRights   These nuns buy stock in gun companies to fight for gun safety URL via @USER	NOT	NULL	NULL
71990	@USER @USER If we don’t “get rid” of moonbeam he will sink our state into the pacific!! #2020MAGA	NOT	NULL	NULL
49045	More bad news for Democrats 👇 #MAGA 🇺🇸 URL	OFF	TIN	GRP
56604	@USER @USER @USER Because some people are bastards. You're hopelessly naïve if you think plenty of frauds won't take advantage of this law change for malign purposes.	OFF	TIN	IND
41022	@USER @USER Even the most die hard liberals in the media are stepping back from this one.	NOT	NULL	NULL
